0,119.9888469
1,485.6267798
2,379.3463014
3,379.3463014
4,379.3463014
5,379.3463014
6,379.3463014
7,970.3617563
8,739.9689562
9,777.556265
10,48.53607115
11,48.53607115
12,48.53607115
13,48.53607115
14,48.53607115
15,48.53607115
16,48.53607115
17,48.53607115
18,48.53607115
19,48.53607115
20,908.0069034
21,859.9300367
22,578.0883571
23,438.8355297
24,438.8355297
25,438.8355297
26,438.8355297
27,461.4252512
28,110.7188447
29,110.7188447
30,110.7188447
31,663.0411949
32,917.2489155
33,917.2489155
34,917.2489155
35,872.2335796
36,872.2335796
37,422.1852748
38,165.9041078
39,755.1939283
40,755.1939283
41,357.5899374
42,643.6027683
43,807.5860135
44,807.5860135
45,807.5860135
46,349.6377575
47,540.0730508
48,797.8402311
49,813.1894397
50,813.1894397
51,813.1894397
52,813.1894397
53,813.1894397
54,54.18541011
55,54.18541011
56,54.18541011
57,54.18541011
58,961.7503983
59,961.7503983
60,961.7503983
61,961.7503983
62,961.7503983
63,779.1199241
64,779.1199241
65,779.1199241
66,931.0341122
67,931.0341122
68,931.0341122
69,94.9100056
70,94.9100056
71,94.9100056
72,993.8673351
73,993.8673351
74,993.8673351
75,212.1947907
76,212.1947907
77,390.4094924
78,610.8327495
79,921.0504063
80,921.0504063
81,43.36297588
82,43.36297588
83,565.5298857
84,931.7772583
85,400.354961
86,400.354961
87,400.354961
88,400.354961
89,778.2713152
90,980.3681018
91,696.6581772
92,525.5439181
93,326.0629351
94,326.0629351
95,595.6910825
96,38.75854338
97,302.5701547
98,302.5701547
99,378.2246798
