0,1.716781244
1,1.716781244
2,1.716781244
3,1.716781244
4,1.716781244
5,1.716781244
6,1.716781244
7,1.716781244
8,1.716781244
9,1.716781244
10,1.716781244
11,687.5960195
12,687.5960195
13,687.5960195
14,687.5960195
15,687.5960195
16,687.5960195
17,687.5960195
18,687.5960195
19,478.989075
20,478.989075
21,478.989075
22,478.989075
23,544.9004258
24,544.9004258
25,544.9004258
26,544.9004258
27,544.9004258
28,544.9004258
29,544.9004258
30,544.9004258
31,544.9004258
32,544.9004258
33,544.9004258
34,544.9004258
35,543.1683058
36,325.2238151
37,325.2238151
38,325.2238151
39,325.2238151
40,325.2238151
41,325.2238151
42,325.2238151
43,586.3266411
44,586.3266411
45,586.3266411
46,586.3266411
47,872.4102897
48,872.4102897
49,872.4102897
